amount_requested,aadhaar_link_verified,multiple_claims,suspicious_ip_activity,category,scheme_name,category_type,aadhaar_number,income,is_fraud
4557,1,1,1,VJNT,Other Scheme,Farmer,772262162030,156457,0
1794,0,0,0,VJNT,Post Matric Scholarship,Student,773401215760,121944,0
5854,0,1,1,General,Pre Matric Scholarship,Farmer,820417553957,35044,1
2654,0,1,0,OBC,Other Scheme,Farmer,290328151285,64905,1
6969,1,0,0,VJNT,Other Scheme,Student,327291818850,198299,1
6321,0,1,1,ST,Other Scheme,Farmer,657121961827,188609,1
9638,1,1,0,SC,Pre Matric Scholarship,Farmer,891141910658,149059,0
1017,1,1,1,General,Post Matric Scholarship,Pensioner,298176375547,148518,0
640,0,0,1,General,Other Scheme,Worker,989667444139,152731,0
340,0,0,1,SC,Other Scheme,Pensioner,179084789601,80596,0
7661,1,0,0,OBC,Pre Matric Scholarship,Pensioner,580665931751,173390,1
4288,1,0,0,ST,Pre Matric Scholarship,Worker,243515622800,90569,0
6320,0,0,1,ST,Post Matric Scholarship,Worker,903381198382,191517,0
4478,0,0,1,ST,Pre Matric Scholarship,Farmer,643589965926,178449,1
60,0,1,1,SC,Post Matric Scholarship,Farmer,418726131892,68279,0
1614,0,1,0,SC,Post Matric Scholarship,Farmer,418972988221,114779,0
2851,1,1,1,ST,Post Matric Scholarship,Farmer,369000533458,116466,0
6030,1,1,1,ST,Other Scheme,Pensioner,534290473200,57159,1
6837,0,0,1,OBC,Other Scheme,Worker,129491124021,88464,1
8116,0,0,1,VJNT,Pre Matric Scholarship,Pensioner,151814392898,93550,1
7646,1,1,1,OBC,Pre Matric Scholarship,Student,598366998834,169461,0
7895,0,1,0,SC,Other Scheme,Pensioner,800706477512,32102,1
2195,0,1,0,ST,Post Matric Scholarship,Student,405750384012,4776,1
6562,0,0,1,General,Other Scheme,Student,436961392894,171083,0
1771,1,1,0,ST,Post Matric Scholarship,Student,465885772584,148257,1
9272,0,1,1,VJNT,Pre Matric Scholarship,Farmer,807674855205,77444,1
4789,0,0,1,General,Post Matric Scholarship,Worker,735882412254,127617,0
5137,0,0,1,VJNT,Pre Matric Scholarship,Farmer,701544835217,184851,1
1033,0,1,0,VJNT,Other Scheme,Worker,102120043651,48951,0
3890,1,1,1,VJNT,Other Scheme,Pensioner,625832010012,152219,0
9379,1,0,1,VJNT,Other Scheme,Worker,792842189771,117156,0
9931,0,0,1,VJNT,Post Matric Scholarship,Worker,188574598761,37013,0
7137,0,0,1,ST,Post Matric Scholarship,Worker,570622962592,74702,0
1939,1,0,0,VJNT,Post Matric Scholarship,Pensioner,115125863894,90802,0
7277,1,1,1,VJNT,Post Matric Scholarship,Student,324347118783,115226,0
8701,0,0,1,SC,Other Scheme,Worker,421359265227,14357,1
5139,1,1,0,General,Post Matric Scholarship,Pensioner,206089570100,153463,1
3426,0,0,0,OBC,Post Matric Scholarship,Student,202894928591,188732,1
6706,1,0,0,ST,Post Matric Scholarship,Farmer,493207951857,195113,1
8385,0,1,1,ST,Pre Matric Scholarship,Farmer,839987269044,78349,1
1220,1,1,0,OBC,Other Scheme,Farmer,412123711631,182874,1
2288,0,1,1,ST,Pre Matric Scholarship,Farmer,192305021544,159735,0
8977,1,1,0,ST,Pre Matric Scholarship,Farmer,140908498628,113933,1
9348,0,1,1,VJNT,Pre Matric Scholarship,Farmer,491978155306,7203,0
2741,0,0,0,ST,Other Scheme,Worker,169175177942,193149,1
1927,0,1,1,VJNT,Post Matric Scholarship,Student,411020828225,35778,0
763,1,1,1,OBC,Post Matric Scholarship,Farmer,962729237476,101275,1
6051,1,1,0,OBC,Post Matric Scholarship,Pensioner,619709075900,11870,1
9066,1,0,1,ST,Other Scheme,Pensioner,215516777729,89049,1
245,0,0,0,ST,Other Scheme,Worker,653810577481,171986,1
538,1,0,0,ST,Other Scheme,Farmer,521711647219,30202,1
1805,1,1,1,ST,Pre Matric Scholarship,Pensioner,385535423610,89824,0
401,0,1,0,ST,Pre Matric Scholarship,Farmer,412071281237,179858,1
9599,1,1,0,OBC,Other Scheme,Worker,202151107399,29578,1
1186,0,0,1,ST,Pre Matric Scholarship,Pensioner,335747296320,116906,0
451,1,1,1,VJNT,Pre Matric Scholarship,Farmer,132452356310,53532,0
3400,0,0,1,SC,Post Matric Scholarship,Student,731607220876,1539,1
7462,1,0,1,SC,Pre Matric Scholarship,Farmer,194341800479,29729,1
1618,0,1,0,SC,Pre Matric Scholarship,Worker,110505974987,168361,1
296,0,1,1,ST,Post Matric Scholarship,Farmer,538604334559,161216,1
8625,0,1,0,SC,Pre Matric Scholarship,Pensioner,571470526448,123594,0
3229,0,1,0,OBC,Post Matric Scholarship,Worker,687658417046,143608,0
4853,1,0,0,OBC,Pre Matric Scholarship,Student,795865814360,105990,0
6943,0,0,0,ST,Pre Matric Scholarship,Student,852225873797,172484,1
3903,0,1,0,General,Pre Matric Scholarship,Pensioner,561338220978,150714,1
3255,0,1,0,General,Post Matric Scholarship,Worker,547468590222,14825,1
7727,0,1,1,General,Other Scheme,Pensioner,584611184098,166477,1
4112,1,1,0,ST,Post Matric Scholarship,Farmer,697130362404,99395,1
8560,0,1,1,SC,Post Matric Scholarship,Farmer,470845125666,119556,1
9080,1,1,1,General,Other Scheme,Student,711108929703,43960,0
8593,1,0,1,General,Other Scheme,Farmer,860257931259,28381,0
8733,0,1,1,OBC,Post Matric Scholarship,Pensioner,190142297363,26009,1
5214,1,1,0,General,Pre Matric Scholarship,Farmer,974601284063,124823,1
2264,1,0,0,General,Pre Matric Scholarship,Farmer,170862586463,26253,1
4185,1,0,1,ST,Post Matric Scholarship,Worker,710023968084,121622,1
5128,0,0,1,ST,Pre Matric Scholarship,Student,943181817325,159884,1
6459,0,0,1,SC,Pre Matric Scholarship,Student,596039863578,17191,1
5864,1,0,0,SC,Other Scheme,Farmer,152444687667,119356,0
7200,0,1,1,SC,Other Scheme,Worker,814449534574,66189,0
7684,0,1,0,SC,Post Matric Scholarship,Student,359882967641,93909,1
4355,1,0,0,VJNT,Post Matric Scholarship,Pensioner,259450809980,112828,0
4848,0,1,1,OBC,Pre Matric Scholarship,Pensioner,280325193180,36435,1
5587,1,1,0,SC,Pre Matric Scholarship,Worker,376422101355,90554,0
6712,1,0,0,SC,Other Scheme,Pensioner,302057928128,15102,1
9997,0,0,0,General,Pre Matric Scholarship,Student,622941656261,126974,1
8206,1,0,0,SC,Other Scheme,Student,806029718628,66734,0
2103,1,1,0,OBC,Post Matric Scholarship,Student,512378294928,97865,1
2167,0,0,0,ST,Post Matric Scholarship,Student,601623093397,82147,0
5715,1,1,0,General,Pre Matric Scholarship,Farmer,933689610460,85811,0
6775,0,1,1,SC,Other Scheme,Worker,774157906691,47628,0
4128,1,0,1,SC,Other Scheme,Student,518983613520,52529,1
5008,1,1,0,OBC,Pre Matric Scholarship,Student,751935914049,138959,0
3157,0,0,0,ST,Post Matric Scholarship,Farmer,554473030856,42731,1
1448,0,1,1,OBC,Post Matric Scholarship,Farmer,164213352751,22155,0
1471,0,1,1,VJNT,Post Matric Scholarship,Student,251585388924,109690,1
7734,1,1,1,VJNT,Pre Matric Scholarship,Worker,207702182377,38766,1
2586,0,0,1,General,Other Scheme,Student,413214817330,98069,1
4947,0,0,0,OBC,Other Scheme,Student,833743410130,147135,0
9271,1,0,1,General,Post Matric Scholarship,Pensioner,119949007010,172120,1
9165,0,1,0,ST,Post Matric Scholarship,Worker,743631981651,105952,0
9855,0,1,1,OBC,Post Matric Scholarship,Student,636118006731,19382,1
5313,0,1,0,SC,Post Matric Scholarship,Worker,774153410784,68417,0
482,0,0,0,OBC,Pre Matric Scholarship,Farmer,735595385051,32347,0
5214,0,0,0,OBC,Pre Matric Scholarship,Pensioner,797932799227,81126,1
7014,1,1,1,VJNT,Pre Matric Scholarship,Farmer,305696540021,21128,0
7618,1,0,1,ST,Post Matric Scholarship,Worker,456666200879,180766,0
8011,1,0,1,General,Post Matric Scholarship,Student,687365086823,44350,0
93,1,1,0,SC,Post Matric Scholarship,Student,103639132164,107964,1
7163,0,1,1,VJNT,Post Matric Scholarship,Farmer,491419351110,184800,0
5554,0,1,1,ST,Other Scheme,Worker,279057748201,6710,0
719,1,1,1,VJNT,Post Matric Scholarship,Worker,104350517029,21643,0
5583,1,0,1,General,Other Scheme,Worker,520823835744,138238,0
111,1,0,1,General,Pre Matric Scholarship,Farmer,239840933885,196919,0
8787,1,0,1,ST,Post Matric Scholarship,Worker,938576352294,14930,0
2048,0,1,0,ST,Post Matric Scholarship,Pensioner,266272808139,58094,1
4669,1,0,0,VJNT,Post Matric Scholarship,Pensioner,941315682205,4400,1
4420,1,1,0,VJNT,Pre Matric Scholarship,Farmer,601142034936,159888,0
8120,0,1,0,VJNT,Post Matric Scholarship,Worker,542890844028,129945,1
8093,1,0,1,SC,Pre Matric Scholarship,Worker,138640293837,154442,1
9537,1,1,0,SC,Post Matric Scholarship,Farmer,778948367632,181611,0
1738,1,0,0,VJNT,Other Scheme,Student,775695885681,68221,0
6518,0,0,1,ST,Pre Matric Scholarship,Student,896127569950,147014,1
2654,0,1,1,ST,Post Matric Scholarship,Worker,470989353324,126191,0
256,0,1,0,SC,Other Scheme,Worker,949894311009,58650,1
4720,0,1,0,OBC,Other Scheme,Student,170494112000,50343,1
9052,1,0,1,VJNT,Pre Matric Scholarship,Farmer,318781675747,195932,0
2565,1,1,1,General,Post Matric Scholarship,Worker,802359943490,192713,0
7741,0,0,1,VJNT,Post Matric Scholarship,Student,260529063896,95357,1
6205,0,1,1,General,Pre Matric Scholarship,Student,673160773314,128876,1
2455,0,0,1,OBC,Pre Matric Scholarship,Student,606608748264,193791,1
9669,0,0,1,OBC,Other Scheme,Farmer,787611713951,92291,0
4727,1,1,0,OBC,Pre Matric Scholarship,Farmer,770828185950,45681,0
1686,0,1,1,VJNT,Post Matric Scholarship,Pensioner,682299701142,77445,0
9687,1,1,0,OBC,Other Scheme,Pensioner,585217522432,145964,1
3022,0,0,1,General,Other Scheme,Student,462744548482,116143,0
6432,1,0,1,VJNT,Pre Matric Scholarship,Farmer,684509890651,48708,0
2752,1,0,0,VJNT,Post Matric Scholarship,Farmer,750512045925,123791,1
1703,0,0,1,OBC,Post Matric Scholarship,Pensioner,299167801546,127006,0
4672,1,0,1,SC,Post Matric Scholarship,Student,517028244806,194557,1
3596,0,0,1,OBC,Post Matric Scholarship,Pensioner,767840150560,170756,0
4424,0,1,1,VJNT,Pre Matric Scholarship,Pensioner,433090519541,5252,1
367,0,0,0,SC,Other Scheme,Pensioner,300083990420,25936,0
8127,0,0,0,OBC,Post Matric Scholarship,Student,287213826141,183278,0
3996,1,1,0,General,Post Matric Scholarship,Student,748862931760,99861,0
5814,0,0,1,SC,Pre Matric Scholarship,Pensioner,176898525516,198537,1
1154,1,0,1,SC,Post Matric Scholarship,Student,474361893488,108613,0
4829,1,1,1,OBC,Pre Matric Scholarship,Farmer,734214429335,112908,0
7804,1,1,1,VJNT,Post Matric Scholarship,Pensioner,970562845344,67657,1
6571,0,0,1,General,Post Matric Scholarship,Farmer,384543552887,52119,1
3982,1,0,1,SC,Other Scheme,Student,245222297393,56766,1
3561,0,1,1,OBC,Other Scheme,Farmer,300561354855,38553,0
3374,1,0,0,General,Post Matric Scholarship,Student,564024325027,155270,0
9415,1,0,0,ST,Pre Matric Scholarship,Farmer,245643881747,126831,1
9347,1,0,0,VJNT,Post Matric Scholarship,Farmer,813808382856,76957,1
3298,0,0,1,ST,Pre Matric Scholarship,Farmer,322409741025,88243,0
8434,1,0,0,General,Pre Matric Scholarship,Worker,362390279530,111919,1
2119,0,1,1,VJNT,Post Matric Scholarship,Worker,832318824703,64146,1
6505,0,1,0,ST,Pre Matric Scholarship,Pensioner,238690355527,51501,0
9272,0,0,0,OBC,Post Matric Scholarship,Student,984424480859,17329,1
9458,1,0,1,ST,Pre Matric Scholarship,Worker,470129771859,49649,0
5801,0,1,1,General,Post Matric Scholarship,Farmer,236149191019,3813,1
5885,1,0,0,VJNT,Pre Matric Scholarship,Pensioner,978729475758,10645,1
8024,0,1,0,SC,Post Matric Scholarship,Pensioner,663259405370,28577,1
9774,1,1,0,VJNT,Post Matric Scholarship,Farmer,318773104812,12522,1
1828,0,1,1,VJNT,Other Scheme,Worker,764862868569,163503,1
9878,0,0,1,VJNT,Other Scheme,Student,301645905865,172911,1
8996,0,0,0,OBC,Other Scheme,Student,992552423310,99498,1
7120,0,1,1,General,Pre Matric Scholarship,Farmer,749143564053,159813,1
9306,1,1,1,ST,Pre Matric Scholarship,Worker,595031499896,21405,0
9679,1,0,0,SC,Pre Matric Scholarship,Worker,451803410105,39805,1
9483,0,1,0,ST,Other Scheme,Farmer,657818767985,95732,0
5974,0,0,0,SC,Post Matric Scholarship,Student,704798380926,128176,1
5950,0,1,0,ST,Pre Matric Scholarship,Pensioner,571319703121,2292,0
8561,0,0,1,SC,Other Scheme,Farmer,206500496978,28317,1
2085,0,0,0,SC,Other Scheme,Pensioner,341743303456,180793,1
3857,1,1,0,VJNT,Other Scheme,Pensioner,478324430879,36774,0
5561,1,1,1,SC,Post Matric Scholarship,Worker,958032952495,61002,0
3716,1,0,1,OBC,Other Scheme,Pensioner,154397231012,106459,0
3769,1,1,0,VJNT,Other Scheme,Farmer,117669853033,144441,1
7417,0,0,0,VJNT,Post Matric Scholarship,Worker,828320307263,194548,1
558,0,1,0,VJNT,Post Matric Scholarship,Student,146349831710,160954,0
5379,0,1,0,SC,Pre Matric Scholarship,Pensioner,706447721349,116574,0
7548,0,0,0,VJNT,Other Scheme,Farmer,606778018547,164076,0
4732,0,0,0,OBC,Pre Matric Scholarship,Student,686219549062,130599,0
3130,1,1,0,SC,Pre Matric Scholarship,Worker,117824143537,70852,0
4630,1,1,1,OBC,Other Scheme,Worker,239237475545,93577,0
1566,1,1,1,OBC,Post Matric Scholarship,Student,623963391733,122125,1
6202,1,0,1,General,Pre Matric Scholarship,Student,996683210914,6601,0
3336,0,1,0,General,Post Matric Scholarship,Student,264474071171,35725,0
2699,0,1,0,VJNT,Other Scheme,Farmer,547661762348,10648,1
8132,1,0,0,ST,Pre Matric Scholarship,Student,457789728268,54401,1
1043,0,0,0,SC,Pre Matric Scholarship,Student,436787227270,46568,0
4985,0,0,0,ST,Pre Matric Scholarship,Student,607671025758,22989,1
9324,1,0,0,General,Post Matric Scholarship,Farmer,602593472991,184557,1
7695,0,0,0,OBC,Pre Matric Scholarship,Worker,945032169865,54623,1
3005,1,1,1,ST,Pre Matric Scholarship,Worker,664398445925,114822,1
6819,0,0,0,SC,Post Matric Scholarship,Student,338117855927,138101,0
9650,0,1,0,SC,Pre Matric Scholarship,Worker,999468210573,147566,0
223,0,1,0,OBC,Pre Matric Scholarship,Farmer,881641234487,179129,1
4905,1,0,1,General,Pre Matric Scholarship,Pensioner,733967774145,144111,0
3004,1,1,1,VJNT,Post Matric Scholarship,Student,383349114413,177357,1
5703,1,1,0,VJNT,Other Scheme,Student,716759778212,50171,1
4091,0,0,0,ST,Pre Matric Scholarship,Pensioner,276562532962,54757,1
891,0,1,0,ST,Post Matric Scholarship,Student,591377670186,7440,1
4414,1,1,0,SC,Other Scheme,Student,491126484022,154483,1
6895,1,0,0,VJNT,Other Scheme,Student,190155255333,52240,0
7058,1,1,1,ST,Pre Matric Scholarship,Student,121066173210,115448,0
81,1,0,1,OBC,Pre Matric Scholarship,Student,646340282331,69875,0
9067,0,0,0,VJNT,Pre Matric Scholarship,Farmer,447834892692,111555,0
2402,0,1,0,SC,Post Matric Scholarship,Student,823439572063,161992,1
7707,1,0,1,VJNT,Other Scheme,Student,218203115622,90164,1
2831,1,0,0,ST,Post Matric Scholarship,Farmer,641211065643,47633,0
8969,1,1,1,VJNT,Post Matric Scholarship,Farmer,923907799884,171558,1
1092,0,0,0,VJNT,Pre Matric Scholarship,Farmer,724256650262,21731,0
988,1,1,0,ST,Post Matric Scholarship,Worker,290701734822,111503,1
5286,1,1,0,SC,Other Scheme,Worker,426650486282,32371,1
4905,1,1,0,OBC,Other Scheme,Farmer,636607250902,93998,0
9125,1,0,0,OBC,Other Scheme,Worker,473817490911,17664,0
7747,1,1,0,General,Pre Matric Scholarship,Worker,722160093233,179136,1
3146,0,0,1,OBC,Pre Matric Scholarship,Student,481938208360,7586,1
3714,1,1,1,OBC,Pre Matric Scholarship,Pensioner,820361241928,180658,0
640,0,0,1,VJNT,Other Scheme,Student,742323700111,80153,0
3825,1,0,1,SC,Other Scheme,Farmer,945780268430,94358,1
9632,1,0,1,OBC,Post Matric Scholarship,Worker,698681846752,96540,1
5319,0,1,1,SC,Pre Matric Scholarship,Worker,283026244889,140189,1
8667,1,1,0,SC,Other Scheme,Pensioner,809550098434,184903,1
1402,0,1,0,General,Other Scheme,Pensioner,874822187125,97293,0
556,1,0,1,OBC,Pre Matric Scholarship,Pensioner,101995809956,78462,1
9768,1,0,1,VJNT,Pre Matric Scholarship,Worker,365457798179,8323,0
502,0,1,0,ST,Other Scheme,Pensioner,525555625175,134936,0
2947,0,1,0,SC,Pre Matric Scholarship,Student,563959910096,70449,0
7284,0,0,0,OBC,Other Scheme,Farmer,298581891026,15225,1
4781,0,1,0,General,Other Scheme,Worker,932848353037,95871,1
6165,0,1,1,ST,Pre Matric Scholarship,Pensioner,808783369596,170527,1
4233,0,1,0,SC,Post Matric Scholarship,Pensioner,397531930907,95119,0
7942,0,1,0,General,Pre Matric Scholarship,Farmer,269752438951,177239,1
6262,0,0,1,OBC,Post Matric Scholarship,Student,686845870503,621,0
1034,0,0,1,VJNT,Post Matric Scholarship,Farmer,114095273412,50923,0
1393,1,0,0,SC,Pre Matric Scholarship,Farmer,169043934204,181460,0
7075,1,1,0,VJNT,Other Scheme,Student,380455775080,89520,1
8535,1,1,0,General,Post Matric Scholarship,Student,739749677384,171243,1
1642,1,1,0,SC,Post Matric Scholarship,Pensioner,940258633503,128796,0
7823,1,1,0,OBC,Other Scheme,Worker,708603251449,170254,1
4917,0,1,0,OBC,Pre Matric Scholarship,Student,654138646293,97361,1
2500,1,1,0,ST,Post Matric Scholarship,Worker,259625577514,119927,1
8804,0,0,1,ST,Pre Matric Scholarship,Student,208434338591,54970,1
2345,0,0,0,VJNT,Pre Matric Scholarship,Worker,683008196271,186205,0
6655,0,0,0,OBC,Other Scheme,Worker,951669349418,59518,1
4914,0,0,0,General,Post Matric Scholarship,Student,126892654241,11373,1
354,1,1,0,ST,Post Matric Scholarship,Student,957034285118,24185,0
928,1,1,0,General,Pre Matric Scholarship,Worker,122676892124,119551,0
7817,1,1,0,VJNT,Other Scheme,Worker,217813542744,33987,0
4526,0,1,0,VJNT,Post Matric Scholarship,Student,185400645609,16298,1
8659,1,1,1,VJNT,Post Matric Scholarship,Student,647543294371,47990,1
9802,1,1,1,OBC,Post Matric Scholarship,Farmer,870516353914,9547,0
4996,0,1,0,VJNT,Pre Matric Scholarship,Worker,887822981115,115555,1
8072,0,0,0,General,Post Matric Scholarship,Worker,114855389838,52403,0
6246,1,1,1,SC,Post Matric Scholarship,Student,816093515347,53729,0
2029,1,1,1,General,Other Scheme,Pensioner,909405272063,87572,1
3630,0,1,1,OBC,Post Matric Scholarship,Farmer,442844704719,87435,1
3325,1,1,0,General,Post Matric Scholarship,Pensioner,562069596524,32820,1
9208,0,0,1,ST,Other Scheme,Farmer,625031700787,157933,0
7069,1,1,0,ST,Pre Matric Scholarship,Farmer,581474187429,78613,1
2487,1,0,0,OBC,Other Scheme,Worker,633401149614,1248,0
184,0,1,0,General,Pre Matric Scholarship,Student,691095389704,32972,0
2666,0,0,1,SC,Post Matric Scholarship,Pensioner,198294626564,19581,1
4727,0,0,0,VJNT,Post Matric Scholarship,Farmer,636937402698,95420,0
9613,0,1,0,OBC,Post Matric Scholarship,Pensioner,446517663728,12748,1
26,1,1,0,SC,Post Matric Scholarship,Farmer,775149328767,153379,0
1047,0,1,0,SC,Other Scheme,Worker,114743106522,80752,1
9438,1,0,1,OBC,Pre Matric Scholarship,Pensioner,253025119875,120434,1
7071,1,1,1,ST,Pre Matric Scholarship,Farmer,588163059846,55599,0
6717,0,1,0,OBC,Pre Matric Scholarship,Pensioner,353765333201,140237,1
5331,1,1,0,VJNT,Pre Matric Scholarship,Worker,765374356356,18819,1
9894,1,0,0,SC,Pre Matric Scholarship,Student,750375613783,189449,1
1269,0,0,1,VJNT,Other Scheme,Pensioner,528593782799,87830,0
3073,1,1,1,SC,Post Matric Scholarship,Worker,876478873452,99281,1
8661,0,1,0,OBC,Other Scheme,Worker,241860758692,135989,1
340,0,0,1,OBC,Pre Matric Scholarship,Student,880930475412,40699,1
2975,0,0,0,General,Other Scheme,Pensioner,392988262405,183438,1
3217,0,0,0,General,Other Scheme,Pensioner,149980768184,134316,0
9358,1,1,0,SC,Post Matric Scholarship,Student,919543677992,38362,1
5468,0,0,1,SC,Post Matric Scholarship,Worker,692681186424,145039,0
3745,1,1,0,VJNT,Post Matric Scholarship,Farmer,475045244059,144973,0
656,1,0,0,VJNT,Other Scheme,Worker,408515118391,17489,0
9708,1,1,1,OBC,Post Matric Scholarship,Student,618082796927,100858,1
3397,1,1,1,VJNT,Post Matric Scholarship,Worker,719284896261,128275,1
396,0,1,0,VJNT,Pre Matric Scholarship,Student,844176564353,49240,0
6365,1,0,0,General,Post Matric Scholarship,Worker,479262869767,125357,1
6371,1,1,1,General,Pre Matric Scholarship,Student,101252698233,58579,1
4247,0,0,0,VJNT,Other Scheme,Farmer,406401628844,151935,0
3100,1,1,0,OBC,Pre Matric Scholarship,Farmer,941033567906,148325,1
7230,1,0,1,OBC,Other Scheme,Student,851446650614,189891,1
2991,1,0,0,VJNT,Pre Matric Scholarship,Worker,551324215915,118462,0
5465,0,1,0,General,Pre Matric Scholarship,Worker,767191743047,171927,1
7505,1,1,1,SC,Post Matric Scholarship,Pensioner,227425108567,89013,0
724,1,1,1,VJNT,Other Scheme,Student,437786724014,6483,1
8182,0,1,1,SC,Post Matric Scholarship,Pensioner,672976270822,184504,1
9465,0,1,0,OBC,Other Scheme,Pensioner,393029790420,74619,1
1172,0,0,0,General,Pre Matric Scholarship,Farmer,474774768342,158145,1
4330,0,1,1,SC,Post Matric Scholarship,Student,522720249047,157255,0
6911,0,1,0,General,Pre Matric Scholarship,Student,708535786421,130522,1
6945,0,1,1,SC,Pre Matric Scholarship,Student,515743472859,66547,0
1049,0,0,1,General,Other Scheme,Student,756947229101,118600,1
2056,1,0,0,ST,Post Matric Scholarship,Student,732386630984,198701,1
4712,1,1,0,VJNT,Other Scheme,Worker,652620800174,31364,1
2602,1,1,0,ST,Other Scheme,Student,580235635019,153593,0
5192,1,1,0,General,Pre Matric Scholarship,Worker,457803331252,68508,1
5373,1,0,0,VJNT,Post Matric Scholarship,Worker,359585587770,23455,1
2360,0,1,0,General,Pre Matric Scholarship,Worker,369391624916,147561,1
5244,1,1,0,VJNT,Other Scheme,Student,464751336495,82278,0
5219,1,0,0,General,Pre Matric Scholarship,Pensioner,766966633057,133479,1
7667,1,1,0,VJNT,Pre Matric Scholarship,Farmer,180509543633,190101,0
3419,1,0,1,OBC,Other Scheme,Student,438141236086,175566,0
826,1,0,0,OBC,Pre Matric Scholarship,Farmer,602929492236,82136,0
8309,0,1,0,SC,Post Matric Scholarship,Pensioner,626097880041,13368,1
5991,1,0,1,SC,Other Scheme,Worker,341250057578,116713,0
2835,1,1,0,General,Pre Matric Scholarship,Student,894722129872,103797,1
4905,0,1,1,VJNT,Pre Matric Scholarship,Farmer,621043300780,127182,1
2187,0,1,1,General,Other Scheme,Pensioner,609843379766,101214,0
3885,0,0,0,VJNT,Pre Matric Scholarship,Farmer,810708190157,107356,1
4515,0,0,0,OBC,Post Matric Scholarship,Student,273367277327,134391,0
1141,0,1,0,SC,Other Scheme,Worker,977991302532,151863,0
9905,1,0,0,SC,Pre Matric Scholarship,Pensioner,453387711772,129025,0
8337,0,1,1,SC,Post Matric Scholarship,Pensioner,822591729817,5499,0
3697,0,0,1,SC,Post Matric Scholarship,Worker,635691262140,115502,0
8372,1,0,0,VJNT,Post Matric Scholarship,Worker,353859188306,35073,0
7719,0,1,0,VJNT,Pre Matric Scholarship,Pensioner,144144718310,72875,1
1524,1,1,0,SC,Post Matric Scholarship,Student,460875741116,117307,1
1572,0,1,0,General,Pre Matric Scholarship,Farmer,221720873500,86022,0
2443,1,0,0,General,Post Matric Scholarship,Farmer,421082620703,47607,1
2979,1,1,1,General,Pre Matric Scholarship,Worker,807170085261,190233,1
2682,1,1,0,ST,Other Scheme,Student,692110299951,27541,0
5144,0,1,0,SC,Pre Matric Scholarship,Student,730868127559,118504,1
3745,1,0,0,General,Post Matric Scholarship,Student,409463296801,182650,1
3244,1,0,0,ST,Pre Matric Scholarship,Student,236150753875,26053,0
6335,1,0,0,General,Post Matric Scholarship,Worker,131486753159,166411,0
3847,0,1,0,OBC,Post Matric Scholarship,Worker,619388687618,134232,0
8995,1,1,1,General,Pre Matric Scholarship,Worker,800827558210,103703,0
3429,1,1,0,General,Pre Matric Scholarship,Student,910123032461,172015,0
9932,0,0,1,General,Pre Matric Scholarship,Pensioner,516663766442,48196,1
9223,0,1,0,VJNT,Other Scheme,Student,959972844950,115230,0
1502,0,0,1,OBC,Pre Matric Scholarship,Pensioner,580398381996,1575,0
4392,1,0,1,General,Other Scheme,Farmer,298356240469,538,0
9605,1,1,1,General,Pre Matric Scholarship,Worker,463807610053,100568,1
9685,1,1,1,VJNT,Other Scheme,Student,882401464112,35731,0
354,1,1,0,General,Post Matric Scholarship,Pensioner,302306115789,85716,1
1173,0,1,1,General,Other Scheme,Pensioner,329052201795,748,0
867,0,1,0,VJNT,Pre Matric Scholarship,Student,429742683016,86250,1
4914,0,0,0,SC,Other Scheme,Student,802820841061,170584,1
7432,0,1,1,OBC,Pre Matric Scholarship,Farmer,600165532796,93176,0
999,1,0,0,VJNT,Post Matric Scholarship,Pensioner,400640979273,126592,0
4258,1,1,1,SC,Other Scheme,Pensioner,989607669337,86637,0
736,1,0,1,VJNT,Pre Matric Scholarship,Student,661631440630,193315,1
3965,0,0,0,SC,Other Scheme,Farmer,449296042034,150875,1
7362,0,0,0,General,Pre Matric Scholarship,Farmer,698708928093,16099,0
8526,1,1,1,OBC,Pre Matric Scholarship,Farmer,703956646507,21755,1
8698,1,0,1,General,Other Scheme,Pensioner,677344259125,72563,1
2018,0,1,1,ST,Pre Matric Scholarship,Student,576460901512,123415,0
161,1,1,0,ST,Other Scheme,Worker,253049471164,152920,0
5131,0,0,1,VJNT,Pre Matric Scholarship,Pensioner,299490564467,142176,1
1760,0,0,1,VJNT,Pre Matric Scholarship,Worker,190264303954,113787,1
4819,1,0,1,General,Post Matric Scholarship,Worker,641976125110,10994,1
7541,1,0,1,OBC,Pre Matric Scholarship,Student,219028226328,173364,0
1797,1,0,0,ST,Post Matric Scholarship,Worker,294588413683,68521,0
895,0,0,0,ST,Post Matric Scholarship,Pensioner,566055016138,108987,0
7871,1,1,0,General,Post Matric Scholarship,Farmer,282297983211,172592,1
2792,0,0,1,VJNT,Pre Matric Scholarship,Worker,434118058542,122742,0
6900,1,1,1,VJNT,Post Matric Scholarship,Pensioner,593291959975,135071,0
1538,1,0,1,OBC,Post Matric Scholarship,Worker,805555453777,99680,1
1632,1,0,1,OBC,Post Matric Scholarship,Pensioner,123652778042,129882,0
1251,0,0,1,SC,Other Scheme,Student,878777927941,100451,0
4110,0,1,0,ST,Pre Matric Scholarship,Pensioner,837437518230,44276,1
6481,0,0,0,SC,Post Matric Scholarship,Farmer,561402489470,4651,0
6703,1,0,1,General,Post Matric Scholarship,Student,155052091223,36958,0
3369,1,1,0,VJNT,Other Scheme,Worker,965881642269,16518,0
